Vul	Du grübelst, ob du deine letzte Klausur bestanden hast und dein Studium in Regelstudienzeit beenden kannst. Du bist zum Zerreißen gespannt und nervös.	You ponder whether you passed your last exam and can finish your studies within the standard period of study. You are tense and nervous to the breaking point.	{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.5423}	emotional
Neif	Du entwickelst mit Begeisterung eine App für ein Kinderkrankenhaus. Es ist dir sehr wichtig, da du den Wert von Freundschaft und Trost in schweren Zeiten kennst. Du arbeitest jeden Tag eifrig daran.	You are enthusiastic about developing an app for a children's hospital. It is very important to you as you know the value of friendship and comfort in difficult times. You work hard at it every day.	{'neg': 0.087, 'neu': 0.622, 'pos': 0.291, 'compound': 0.8479}	emotional
Zimerhubst	Du hast die letzte Nacht schlecht geschlafen, weil du besorgt warst, auf der Arbeit heute zu versagen. Jetzt fühlst du dich kraftlos und es scheint völlig aussichtslos, die Deadline einhalten zu können.	You slept poorly last night because you were worried about failing at work today. Now you feel powerless and it seems completely hopeless to be able to meet the deadline.	{'neg': 0.316, 'neu': 0.684, 'pos': 0.0, 'compound': -0.8999}	emotional
Zwelde	Du wachst als Kind zufrieden aus einem wunderschönen Traum auf. Es ist kurz vor Weihnachten und du hast von tollen Geschenken geträumt.	As a child, you wake up satisfied from a beautiful dream. It's almost Christmas and you've been dreaming of great presents.	{'neg': 0.0, 'neu': 0.54, 'pos': 0.46, 'compound': 0.9153}	emotional
Herklögen	Du triffst dich mit deinem*r besten Freund*in. Seine*ihre bloße Anwesenheit beruhigt dich und du fühlst, wie der Alltagsstress von dir abfällt und du dich entspannst.	You meet up with your best friend. His*her mere presence calms you down and you feel everyday stress melt away and you relax.	{'neg': 0.084, 'neu': 0.539, 'pos': 0.377, 'compound': 0.8689}	emotional
Preier	Du wurdest nachträglich als letzte Person deines Freundeskreises zu einer Party eingeladen. Du fühlst dich abgewertet und beleidigt. Du wirst trotzig und lügst, dass du schon verarbredet bist.	You were subsequently invited to a party as the last person in your circle of friends. You feel devalued and insulted. You get defiant and lie that you already have a date.	{'neg': 0.141, 'neu': 0.703, 'pos': 0.157, 'compound': 0.1531}	neutral
Muschürdur	Du empfindest beim Aufwachen eine tiefe Traurigkeit in dir, ohne einen bestimmten Grund. Sie belastet dich den ganzen Tag und du fühlst dich wie erschlagen.	You wake up feeling a deep sadness inside you, for no particular reason. It weighs you down all day and you feel overwhelmed.	{'neg': 0.198, 'neu': 0.698, 'pos': 0.105, 'compound': -0.5267}	emotional
Ismiprämpf	Du holst deine geliebte Schwester am Flughafen ab. Du hoffst bei allen Mitreisenden, die durch die Tür treten, dass sie es endlich ist. Du hast sie sehr vermisst und freust dich auf das Wiedersehen.	You pick up your beloved sister at the airport. You hope to all fellow travelers who step through the door that finally it is. You missed her very much and look forward to seeing you again.	{'neg': 0.053, 'neu': 0.797, 'pos': 0.15, 'compound': 0.6124}	emotional
Glühm	Es klingelt und du schaust durch den Türspion. Es ist deine unangenehme Nachbarin. Du bist ganz leise und hoffst besorgt, dass sie dich nicht gehört hat. 	The doorbell rings and you look through the peephole. It's your awkward neighbor. You're very quiet, worried that she didn't hear you.	{'neg': 0.169, 'neu': 0.831, 'pos': 0.0, 'compound': -0.4728}	neutral
Rugliebast	Du bist furchtbar aufgeregt vor einem Vorstellungsgespräch. Du läufst nervös durch die Wohnung und gehst die Antworten auf mögliche gemeine Fragen immer wieder in deinem Kopf durch.	You're terribly excited before a job interview. You pace around the apartment nervously, replaying the answers to potentially nasty questions over and over in your head.	{'neg': 0.273, 'neu': 0.652, 'pos': 0.075, 'compound': -0.7506}	emotional
Wumeizauch	Du erzählst einem*r Freund*in am Telefon, dass du dich einsam fühlst. Sein*ihr*e Partner*in mischt sich dreist ein und sagt, dass du deine Ansprüche senken sollst, um einen Partner zu finden. Du fühlst dich angegriffen.	You tell a friend on the phone that you feel lonely. His/her partner brazenly interferes and says that you should lower your standards in order to find a partner. you feel attacked	{'neg': 0.209, 'neu': 0.705, 'pos': 0.087, 'compound': -0.5423}	emotional
